Protein1 Protein2 tmscore tmscore-CP
1atzA 1so8A 0.53328 0.56978
1aucA 1yd4A 0.29601 0.29601
1aucA 1yd3A 0.30501 0.30501
1aucA 1yczA 0.30216 0.30216
1auoA 1vh0A 0.39514 0.39514
1azlA 1yn9A 0.41653 0.54418
1azlA 1qgeD 0.39704 0.49883
1b00A 1veeA 0.48720 0.52429
1b1cA 1pzmA 0.41442 0.49949
1ba2A 1orrA 0.43423 0.43423
1booA 2b25A 0.35379 0.51042
1bu5A 1yn9A 0.41541 0.54273
1bvyF 1nonA 0.43958 0.50637
1c0eA 1hjzA 0.38205 0.38043
1c0eA 1vhuA 0.37705 0.56603
1c0eA 1spvA 0.34032 0.55327
1c1xA 2ho3A 0.38907 0.43942
1c1yA 1pujA 0.47853 0.69944
1c1yA 1jmvA 0.37520 0.45091
1c7eA 1yn9A 0.38430 0.54232
1c7eA 1fpzA 0.40882 0.46720
1c7eA 1j2tA 0.55893 0.55893
1c7eA 1qhfA 0.40502 0.52439
1cc0A 1pujA 0.35321 0.64289
1chdA 1eizA 0.41767 0.48567
1cjkA 1ry9A 0.31035 0.40496
1cluA 1pujA 0.50260 0.72860
1cqgA 1yd4A 0.30834 0.30834
1cqgA 1yczA 0.29787 0.29787
1cs4A 1ry9A 0.31123 0.40723
1cyeA 1u7oA 0.54860 0.54860
1d1qA 1spvA 0.36545 0.53854
1d2aA 1c25A 0.37443 0.50977
1d2aA 1spvA 0.37525 0.54172
1d4zA 2hjvA 0.47296 0.56805
1d4zA 1lssA 0.57829 0.57829
1d5cA 1pujA 0.47193 0.68330
1d5wA 2bfwA 0.61473 0.61473
1dcfA 1h1dA 0.56120 0.60042
1dctA 1wy7A 0.37148 0.45540
1di0A 2akoA 0.50862 0.48223
1djmA 1te2A 0.55057 0.55057
1doaA 1pujA 0.35641 0.64674
1dpfA 1pujA 0.45382 0.67128
1dpfA 1htwA 0.39397 0.47228
1ds6A 1pujA 0.45764 0.66762
1dz3A 1o1xA 0.51107 0.51107
1dziA 1vlhA 0.37258 0.37258
1e0sA 1pujA 0.45188 0.65681
1e6kA 1te2A 0.55482 0.49425
1e6lA 1fukA 0.49924 0.55947
1e6lA 1j8dA 0.51225 0.59903
1e96A 1pujA 0.45329 0.66549
1e9cA 1odfA 0.59296 0.66506
1e9fA 1odfA 0.59372 0.66700
1eavA 1jmvA 0.45205 0.48485
1eavA 2gm3A 0.42050 0.52495
1eg2A 1jg1A 0.35938 0.45607
1eg2A 1i1nA 0.28356 0.46471
1eg2A 2bzgA 0.33457 0.55823
1eg2A 2esrA 0.34287 0.49474
1eg2A 1wg8A 0.37946 0.53602
1eg2A 2gb4A 0.34269 0.57055
1eg2A 1f38A 0.30972 0.54107
1eg2A 1qyrA 0.33675 0.47953
1eg2A 2o05A 0.37436 0.58498
1eg2A 1dusA 0.37723 0.52715
1eg2A 1yb2A 0.31591 0.35596
1eg2A 2fhpA 0.36049 0.50920
1eg2A 1fukA 0.37456 0.37456
1eg2A 1xcjA 0.35052 0.54700
1eg2A 1g8aA 0.30823 0.50800
1eg2A 1pryA 0.31050 0.50826
1ehcA 1wo8A 0.49350 0.49350
1ehcA 2hjvA 0.48377 0.57273
1ehcA 1s89A 0.51290 0.51290
1ehcA 2avdA 0.55066 0.55462
1ehcA 1fukA 0.50077 0.57543
1ek0A 1pujA 0.46039 0.67975
1f38A 1chdA 0.45788 0.52988
1f4pA 1yn9A 0.41450 0.54386
1f4pA 1vhrA 0.33997 0.49361
1f4pA 2akoA 0.50106 0.50106
1f51E 1h1dA 0.58519 0.66683
1f51E 1vhkA 0.54929 0.63314
1f51E 1pqwA 0.58728 0.64748
1fl9A 1udwA 0.42572 0.51974
1flaA 1fukA 0.42404 0.51479
1fldA 1fukA 0.42388 0.51366
1flnA 1fukA 0.42396 0.49005
1foeB 1pujA 0.45389 0.66185
1ftnA 1pujA 0.45269 0.65952
1fvxA 1fukA 0.42330 0.49081
1fzqA 1pujA 0.44061 0.65667
1g16A 1pujA 0.50049 0.72451
1g4uR 1pujA 0.45306 0.66582
1g55A 1ne2A 0.35222 0.42617
1g55A 2avdA 0.37252 0.46433
1g55A 1jsxA 0.32943 0.42891
1g55A 2bm8A 0.36061 0.46015
1g60A 1yzhA 0.38218 0.52698
1g60A 1wy7A 0.38989 0.58692
1g60A 2b9eA 0.41597 0.59129
1g60A 1zx0A 0.40308 0.59512
1g60A 2esrA 0.38635 0.54640
1g60A 2fcaA 0.39319 0.54876
1g60A 2iftA 0.38815 0.54967
1g60A 1khhA 0.39854 0.59294
1g60A 1wznA 0.37979 0.57120
1g60A 1wg8A 0.39674 0.61017
1g60A 2fk7A 0.36974 0.37403
1g60A 1l1eA 0.37869 0.61778
1g60A 1xcjA 0.40214 0.59363
1g60A 1ve3A 0.37786 0.56003
1g60A 1tpyA 0.37467 0.37583
1g60A 1f38A 0.38928 0.55573
1g60A 1p1bA 0.39810 0.59203
1g60A 2fpoA 0.39546 0.54669
1g60A 1dusA 0.38811 0.55962
1g60A 1i9gA 0.40744 0.57495
1g60A 1kpiA 0.39163 0.62186
1g60A 1ri1A 0.39801 0.58951
1g60A 2fhpA 0.32156 0.54276
1g60A 1xxlA 0.38775 0.59364
1g60A 1yb2A 0.36972 0.51967
1g60A 1xtpA 0.35249 0.55447
1g60A 1im8A 0.37807 0.55407
1g60A 1d2gA 0.38530 0.57667
1g60A 2o57A 0.38779 0.60486
1g60A 1vl5A 0.38660 0.58482
1g60A 2ex4A 0.35732 0.57292
1g60A 2i9kA 0.44183 0.60371
1g60A 1xj5A 0.36541 0.63102
1g60A 1xdzA 0.35267 0.54706
1g60A 1y8cA 0.38175 0.56822
1g60A 2avdA 0.33833 0.57034
1g60A 2h00A 0.35951 0.58412
1g60A 2b25A 0.35630 0.55263
1g60A 2nwqA 0.36922 0.51890
1g60A 1r8xA 0.38666 0.57227
1g60A 1r74A 0.36787 0.57103
1g60A 1xq1A 0.36590 0.51933
1g60A 1ib6A 0.37459 0.51002
1g60A 1fjxA 0.44253 0.60501
1g60A 1kjnA 0.35563 0.40612
1g60A 1emdA 0.37373 0.51011
1g60A 2i6gA 0.30981 0.51766
1g60A 1sovA 0.37827 0.52851
1g60A 1sevA 0.38398 0.52995
1g63A 1h1dA 0.56257 0.60243
1gkyA 1t5iA 0.41592 0.41592
1gmxA 1e6kA 0.45559 0.49332
1gmxA 1d4zA 0.46941 0.46941
1gmxA 1ehcA 0.46875 0.46875
1gmxA 2fkaA 0.46864 0.46864
1gmxA 2cheA 0.47049 0.47049
1gmxA 1c4wA 0.46451 0.46451
1gmxA 1u8tA 0.44465 0.52564
1gmxA 1e6mA 0.46416 0.46416
1gmxA 1e6lA 0.46588 0.46588
1gmxA 1jbeA 0.46030 0.46030
1gmxA 1ymvA 0.44316 0.50849
1gmxA 1vlzA 0.46235 0.46235
1gmxA 1ab6A 0.45062 0.51391
1gmxA 1mihA 0.45787 0.45787
1gmxA 1s8nA 0.42132 0.42132
1gmxA 5chyA 0.47559 0.47559
1gmxA 1udrA 0.46394 0.46394
1gmxA 1heyA 0.43115 0.43115
1gmxA 1ab5A 0.44941 0.51374
1gmxA 1pqwA 0.46484 0.46484
1gmxA 1a0oA 0.46986 0.46986
1gmxA 1cyeA 0.48204 0.48204
1gqoA 1hybA 0.41935 0.49310
1grnA 1pujA 0.43962 0.63728
1gs5A 1qkkA 0.29540 0.29540
1gs5A 1l5yA 0.27677 0.34003
1gs5A 1puiA 0.34803 0.31960
1guaA 1pujA 0.47126 0.69050
1gwnA 1pujA 0.37708 0.65867
1h3qA 1veuB 0.47631 0.53550
1h3qA 1j3wA 0.54164 0.65895
1h4xA 1ytlA 0.52171 0.56350
1he1C 1pujA 0.45399 0.67644
1he1C 1o94C 0.39569 0.46244
1he8B 1pujA 0.48132 0.70712
1heyA 1b93A 0.51241 0.54287
1hh4A 1pujA 0.34193 0.64338
1huqA 1pujA 0.47262 0.70365
1hurA 1pujA 0.44117 0.63682
1hybA 1puiA 0.41161 0.50237
1i3cA 1i13A 0.49746 0.59533
1i3cA 1xu7A 0.50777 0.60472
1i3cA 1i0lA 0.50038 0.59873
1i4dD 1pujA 0.46167 0.67512
1i4dD 1fl9A 0.37958 0.45184
1i4tD 1pujA 0.45882 0.67470
1i6wA 1s8fA 0.50351 0.50351
1i7qB 1fukA 0.37106 0.44269
1iaqA 1pujA 0.49371 0.73818
1idoA 1spxA 0.53431 0.57510
1idoA 2a4kA 0.53283 0.53283
1ifqA 1veuB 0.53661 0.62196
1ifqA 1skoA 0.59390 0.68268
1ihnA 1d1zA 0.31859 0.42608
1iu9A 2g1uA 0.47981 0.47981
1iu9A 1lssA 0.46611 0.51746
1j2jA 1pujA 0.46664 0.69786
1j4xA 1zcaA 0.34289 0.38298
1j4xA 1y3aA 0.36306 0.41336
1j4xA 1tadA 0.38615 0.38611
1j8qA 1vhrA 0.33886 0.50229
1j8qA 1rz3A 0.38308 0.51084
1j9eA 1yn9A 0.41157 0.53758
1j9eA 1rz3A 0.41485 0.50880
1j9eA 1fpzA 0.39815 0.46632
1j9eA 1vhrA 0.33925 0.50289
1j9gA 1yn9A 0.41376 0.48728
1j9gA 1fpzA 0.39780 0.47503
1j9gA 1vhrA 0.33938 0.49501
1jahA 1pujA 0.49179 0.71240
1jbeA 1j8dA 0.52476 0.62734
1jf8A 1wrmA 0.36848 0.53480
1jf8A 2esbA 0.38099 0.54921
1jf8A 2hcmA 0.37824 0.52466
1jf8A 1zzwA 0.37316 0.53690
1jf8A 1xm2A 0.36524 0.56350
1jf8A 2imgA 0.38257 0.53633
1jf8A 1yz4A 0.37739 0.51986
1jf8A 2hxpA 0.38862 0.52419
1jf8A 1zclA 0.37808 0.54433
1jf8A 1ywfA 0.41851 0.58152
1jl3A 2hcmA 0.36042 0.51518
1jl3A 1ywfA 0.42113 0.57137
1jlkA 1i0iA 0.49208 0.60581
1jp3A 1xq1A 0.43184 0.43184
1jrlA 2a1fA 0.44024 0.56591
1jwqA 1wjgA 0.36664 0.38455
1kaoA 1pujA 0.46982 0.68834
1khtA 1t64A 0.39567 0.55063
1khtA 1fpzA 0.34255 0.47884
1ki1A 1pujA 0.45598 0.66567
1ki9A 1t64A 0.40484 0.49908
1kjnA 2hq1A 0.69559 0.69559
1kjnA 1xseA 0.68769 0.68769
1kjnA 1y5mA 0.67781 0.67781
1kjnA 2belA 0.68547 0.67340
1kjnA 1tq8A 0.46485 0.46485
1kjnA 1th8B 0.41864 0.44999
1kjnA 1w19A 0.54734 0.54734
1kmqA 1pujA 0.36932 0.66532
1ksgA 1pujA 0.43509 0.64179
1kxjA 1fy2A 0.53122 0.63508
1ky2A 1pujA 0.44283 0.64915
1kyvA 1t1jA 0.38190 0.50902
1kz1A 1t1jA 0.41034 0.50556
1kz4A 1t1jA 0.38049 0.49374
1kz6A 1t1jA 0.38072 0.51298
1kz9A 1t1jA 0.41386 0.49211
1lb1B 1pujA 0.32782 0.65727
1lb1B 1htwA 0.37042 0.45491
1lf0A 1pujA 0.48365 0.70967
1lfdB 1pujA 0.48486 0.70706
1ljlA 1wrmA 0.36943 0.53744
1ljlA 2hcmA 0.37315 0.54448
1ljlA 2esbA 0.38836 0.54937
1ljlA 1yz4A 0.37586 0.52932
1ljlA 2g6zA 0.38678 0.53539
1ljlA 1zzwA 0.37582 0.53722
1ljlA 1xm2A 0.36290 0.55635
1ljlA 2imgA 0.37825 0.53025
1ljlA 1zclA 0.38461 0.55427
1ljlA 2hxpA 0.38587 0.51439
1ljuA 2esbA 0.39209 0.54182
1ljuA 1wrmA 0.37131 0.52557
1ljuA 2hcmA 0.38508 0.52645
1ljuA 1yz4A 0.38239 0.52853
1ljuA 2g6zA 0.39143 0.52219
1ljuA 1zclA 0.38674 0.55257
1ljuA 1ywfA 0.41791 0.57908
1ljuA 1zzwA 0.38530 0.52663
1ljuA 2hxpA 0.39335 0.49744
1lk0A 2esbA 0.38012 0.54303
1lk0A 1wrmA 0.37021 0.53118
1lk0A 2hcmA 0.37655 0.55537
1lk0A 1xm2A 0.36377 0.56432
1lk0A 2imgA 0.38361 0.54142
1lk0A 1yz4A 0.37685 0.52593
1lk0A 1zzwA 0.37618 0.53526
1lk0A 1qgeD 0.44006 0.44006
1lk0A 1x24A 0.37344 0.48002
1m7bA 1pujA 0.31789 0.66580
1m8gA 2o2zA 0.45301 0.55573
1m8jA 2o2zA 0.47298 0.55673
1mh1A 1pujA 0.44584 0.65522
1mihA 2gelA 0.42869 0.48339
1mihA 2hjvA 0.47582 0.56096
1mihA 1te2A 0.56615 0.49354
1mjhA 1ooeA 0.43800 0.46978
1mjhA 1hdrA 0.46084 0.46084
1mozA 1pujA 0.44307 0.62664
1mr3F 1pujA 0.44098 0.65624
1mvoA 2a1iA 0.57103 0.57103
1mvoA 1t5iA 0.51620 0.63753
1mvoA 2hjvA 0.47433 0.59610
1mvoA 1jmvA 0.42969 0.52411
1mxfA 1sq0A 0.45954 0.45750
1n6hA 1pujA 0.46673 0.68683
1n6iA 1pujA 0.46557 0.69311
1n6iA 1t6bY 0.49803 0.49803
1n6nA 1pujA 0.46716 0.69400
1n6oA 1pujA 0.47119 0.68882
1n6pA 1pujA 0.47278 0.70077
1n6rA 1pujA 0.46472 0.68690
1na5A 1h5qA 0.54038 0.54038
1na5A 1ja9A 0.55365 0.55365
1na5A 1ae1A 0.55640 0.55363
1na5A 1fdwA 0.54487 0.56019
1na5A 1ybvA 0.55509 0.57512
1nksA 2akoA 0.46859 0.48481
1np6A 1htwA 0.40906 0.50076
1ns5A 1tikA 0.45220 0.49055
1nu0A 1u5wA 0.37641 0.52759
1nu0A 1u14A 0.41086 0.51674
1nvvQ 1pujA 0.48201 0.70103
1nw8A 1jg1A 0.35625 0.45030
1nw8A 2fk7A 0.35320 0.57840
1nw8A 1r18A 0.29576 0.46090
1nw8A 2esrA 0.37712 0.49256
1nw8A 1kp9A 0.34670 0.56403
1nw8A 2bzgA 0.33334 0.55513
1nw8A 1qyrA 0.33322 0.33880
1nw8A 2gb4A 0.34142 0.56703
1nw8A 1ne2A 0.35728 0.50620
1nw8A 2frnA 0.36707 0.51069
1nw8A 1yb2A 0.36980 0.36120
1nw8A 1xj5A 0.36554 0.59060
1nw8A 1pryA 0.35803 0.50484
1nw8A 1g8aA 0.30926 0.50613
1nw8A 1fukA 0.37623 0.37623
1nw8A 2gpyA 0.37373 0.49310
1nxoA 1t9gR 0.48123 0.55828
1nxoA 1fukA 0.47589 0.61626
1o6dA 2d2rA 0.37408 0.46343
1o6dA 2b98A 0.44959 0.48957
1o6dA 2faxA 0.39031 0.39031
1o8qA 2gm3A 0.42457 0.51654
1o9gA 1g60A 0.35878 0.53619
1od6A 1ydgA 0.49349 0.49349
1ofuX 1o6dA 0.41204 0.54990
1ofuX 1bq3D 0.51626 0.51626
1oivA 1pujA 0.46523 0.68698
1oiwA 1pujA 0.47468 0.71058
1oxbB 2avdA 0.54304 0.60289
1oxbB 1zrmA 0.57416 0.50122
1oxbB 1g60A 0.47210 0.61741
1oy1A 1i14A 0.37255 0.46809
1p6qA 1h1dA 0.52183 0.59129
1p6qA 1ne2A 0.46370 0.49664
1p8aA 1b1aA 0.42887 0.49463
1peyA 2gxqA 0.48866 0.66157
1peyA 1j8dA 0.56849 0.63514
1puiA 1pujA 0.46388 0.66380
1q77A 1auoA 0.45973 0.45973
1q77A 2nm0A 0.49191 0.55135
1qgoA 1p5jA 0.41717 0.48003
1qgoA 1fcjA 0.44152 0.50000
1qkkA 1x94A 0.54629 0.58738
1qkkA 1rlkA 0.32120 0.32120
1r4aA 1pujA 0.46744 0.69203
1r8qA 1pujA 0.43887 0.64524
1r8sA 1pujA 0.47813 0.68589
1rcuA 2faxA 0.48296 0.50547
1rcuA 2foxA 0.48463 0.48463
1rkbA 1d2nA 0.48069 0.45903
1rkbA 1nsfA 0.46068 0.55660
1rkbA 1htwA 0.39739 0.48806
1rkbA 1odfA 0.63084 0.71176
1rliA 1u7oA 0.36004 0.42034
1rliA 1vrcA 0.38611 0.38611
1rliA 1pdoA 0.38540 0.38540
1rxeA 2esbA 0.38292 0.56775
1rxeA 2hcmA 0.37942 0.53048
1rxeA 2imgA 0.38437 0.54533
1rxeA 1zzwA 0.37707 0.54423
1rxeA 1xm2A 0.36897 0.57078
1ryfA 1pujA 0.41387 0.64199
1s1cA 1pujA 0.45762 0.66808
1s8aA 1udrA 0.39773 0.39773
1s8aA 2b4qA 0.52915 0.52915
1s8fA 1pujA 0.46908 0.68687
1shuX 2a4kA 0.53231 0.57188
1spvA 1njrA 0.69492 0.80601
1spvA 1wy7A 0.45360 0.51081
1spvA 1y8cA 0.47979 0.47979
1sulA 1pujA 0.42798 0.63814
1sulA 1gcoA 0.52474 0.51418
1t5iA 1j8yF 0.52712 0.52332
1t5iA 1rj9B 0.50277 0.54137
1t5iA 1jpjA 0.48874 0.48874
1t5iA 1ffhA 0.50492 0.54533
1t5iA 2d13A 0.40173 0.42866
1t91A 1pujA 0.45640 0.66598
1tevA 2akoA 0.41249 0.48196
1th8B 1u02A 0.44541 0.37662
1tjnA 1rttA 0.50174 0.50174
1tmyA 1h1dA 0.57508 0.67759
1tmyA 1j8dA 0.56786 0.67350
1to0A 1auoA 0.49905 0.49905
1to0A 1f75A 0.37273 0.46791
1tu3A 1pujA 0.47259 0.69839
1tx4B 1pujA 0.46394 0.67933
1u0sY 1h1dA 0.59500 0.66820
1u7oA 1t5iA 0.38330 0.50677
1u8tA 2hjvA 0.46444 0.49136
1u8yA 1pujA 0.46183 0.70913
1uadA 1pujA 0.48620 0.70694
1uayA 1e19A 0.37045 0.48488
1udrA 2hjvA 0.47213 0.56961
1ufkA 1g55A 0.43479 0.55613
1ukvY 1pujA 0.44039 0.62960
1uptA 2gedA 0.48447 0.48447
1uptA 1pujA 0.45865 0.69369
1uptA 1ebbA 0.36083 0.50628
1uslA 1drkA 0.49189 0.46632
1uslA 1dbpA 0.49185 0.46610
1uuxA 2gm3A 0.40650 0.48686
1v6zA 1i9cA 0.33183 0.33183
1v6zA 1cb7A 0.33140 0.37482
1vg0B 1pujA 0.45154 0.65494
1vg1A 1pujA 0.47653 0.68687
1vh0A 1bwrA 0.43303 0.53857
1vh0A 1bwqA 0.43167 0.53932
1vh0A 1qgoA 0.38456 0.38456
1vh0A 1i01A 0.43428 0.43428
1vh0A 1bwpA 0.43198 0.53957
1vh0A 2foxA 0.39447 0.39447
1vh0A 2faxA 0.38917 0.38917
1vh0A 1r1dA 0.42646 0.42646
1vhrA 1gilA 0.34891 0.42403
1vhrA 2gtpA 0.34190 0.51935
1vhrA 1bh2A 0.34548 0.52249
1vhrA 1as0A 0.34736 0.51913
1vhrA 2ihbA 0.34350 0.40062
1vlzA 2avdA 0.55076 0.55902
1vrcA 1jmvA 0.39555 0.39555
1wa5A 1pujA 0.44840 0.66962
1wcxA 1drjA 0.41518 0.55804
1wjgA 1hdrA 0.39620 0.39620
1wmsA 1pujA 0.46984 0.68760
1wmsA 1fl9A 0.37774 0.46614
1wo8A 1te2A 0.55060 0.55060
1wo8A 1c4wA 0.49573 0.53535
1wo8A 2hdoA 0.53556 0.53556
1wo8A 1e6mA 0.50301 0.50301
1wsbA 1yn9A 0.41068 0.53856
1wsbA 1fpzA 0.40706 0.47422
1wsbA 1vhrA 0.33797 0.49235
1wzcA 2faxA 0.27349 0.38424
1wzcA 2foxA 0.26709 0.38383
1x1rA 1pujA 0.46049 0.67743
1x1rA 1nzjA 0.35058 0.45183
1x1rA 1jmvA 0.36737 0.36737
1x3sA 1pujA 0.46323 0.67730
1xcgB 1pujA 0.45357 0.66199
1xcgB 1ebbA 0.36613 0.49649
1xcmA 1pujA 0.47807 0.70875
1xeaA 1bw9A 0.40749 0.48543
1xheA 2fhpA 0.56809 0.62654
1xj0A 1pujA 0.46973 0.69527
1xjcA 1fl9A 0.43344 0.52823
1xmpA 2akoA 0.43852 0.50265
1xtqA 1pujA 0.45708 0.68248
1xtqA 1nzjA 0.39484 0.46609
1xwwA 1vhuA 0.37331 0.55375
1y1lA 2esbA 0.40068 0.54840
1y1lA 2hxpA 0.40959 0.52856
1y1lA 2g6zA 0.40663 0.54593
1y1lA 2imgA 0.39429 0.53112
1y1lA 1wrmA 0.39826 0.53500
1y1lA 2hcmA 0.39662 0.55001
1y1lA 1m3gA 0.37268 0.46566
1y5eA 1rliA 0.43510 0.43510
1y5eA 2foxA 0.44379 0.49090
1y63A 1htwA 0.41908 0.50828
1y81A 1wpnA 0.55657 0.55657
1ycoA 1ydhA 0.32431 0.37384
1yd3A 1cqgA 0.32912 0.36000
1yd9A 2ielA 0.35607 0.35607
1ykgA 1r2kB 0.52126 0.52126
1ykgA 1fpzA 0.41541 0.48346
1ykgA 1a3cA 0.45549 0.52166
1ymuA 2hjvA 0.45890 0.57051
1ymuA 1ws6A 0.51783 0.58508
1ymuA 1t9gR 0.46624 0.54534
1ymuA 2g2jA 0.51783 0.51783
1ymvA 1fukA 0.46830 0.58084
1yu9A 1pujA 0.45892 0.67050
1yvdA 1pujA 0.47779 0.70293
1yzgA 1pujA 0.44517 0.66072
1yzkA 1pujA 0.47946 0.71382
1yzlA 1pujA 0.46693 0.68497
1yznA 1pujA 0.43651 0.66392
1yzqA 1pujA 0.48625 0.68858
1yzqA 1u7oA 0.40902 0.50592
1yztA 1pujA 0.45097 0.68880
1yzuA 1pujA 0.46916 0.69222
1z06A 1pujA 0.44498 0.66877
1z06A 1u7oA 0.39522 0.49770
1z07A 1pujA 0.47259 0.70430
1z07A 1htwA 0.39112 0.47965
1z08A 1pujA 0.46110 0.69861
1z0aA 1pujA 0.47530 0.70700
1z0dA 1pujA 0.47311 0.69275
1z0fA 1pujA 0.45228 0.67370
1z0jA 1pujA 0.47842 0.70021
1z0kA 1pujA 0.47460 0.68762
1z22A 1pujA 0.46684 0.69324
1z22A 1nzjA 0.37777 0.48966
1z22A 1fl9A 0.36917 0.45017
1z2cA 1pujA 0.37196 0.66023
1z5nA 1j7jA 0.32784 0.36785
1z5oA 1hgxA 0.30377 0.37355
1z6xA 1pujA 0.43982 0.64354
1z6yA 1pujA 0.37966 0.62990
1zbdA 1pujA 0.47286 0.68931
1zbdA 1fl9A 0.37766 0.45554
1zc3A 1pujA 0.48636 0.70207
1zd9A 1pujA 0.44629 0.66791
1zesA 1t9gR 0.48510 0.54656
1zesA 1wy7A 0.55867 0.56213
1zesA 1b93A 0.48922 0.56437
1zggA 1nonA 0.42773 0.53829
1zggA 1a3cA 0.43833 0.49430
1zggA 2imgA 0.33824 0.50843
1zgzA 1t9gR 0.45449 0.56012
1zgzA 1fukA 0.49778 0.56310
1zgzA 1h1dA 0.57458 0.60481
1zicA 1so8A 0.44945 0.44945
1zixA 1so8A 0.44851 0.44851
1zj6A 1pujA 0.44171 0.64276
1zosA 1j7jA 0.32773 0.31928
1zvqA 1pujA 0.47413 0.69844
1zvqA 1t9gR 0.37916 0.48583
1zwkA 1i0lA 0.47799 0.58302
1zwyA 1ekeA 0.32130 0.45749
1zz0A 1x7gA 0.30800 0.41524
221pA 1pujA 0.48689 0.70472
2a5dA 1pujA 0.47062 0.70276
2a5gA 1pujA 0.46574 0.70034
2a5jA 1pujA 0.46023 0.67961
2a78A 1pujA 0.48822 0.70218
2aedA 1pujA 0.48301 0.70733
2al7A 1pujA 0.47940 0.70584
2atvA 1pujA 0.47598 0.68456
2atxA 1pujA 0.44394 0.64382
2ayzA 1i0lA 0.50560 0.50560
2b0cA 1o1xA 0.32667 0.38955
2b4aA 1byrA 0.41226 0.47456
2b6hA 1pujA 0.44620 0.65135
2b98A 2a1fA 0.42108 0.42108
2b98A 2bneA 0.51987 0.51987
2bcgY 1pujA 0.44761 0.63867
2besA 1drkA 0.48180 0.48286
2besA 1dbpA 0.49248 0.46611
2bkuA 1pujA 0.45266 0.67258
2bmdA 1pujA 0.47952 0.69035
2bmjA 1pujA 0.43808 0.64040
2bovA 1pujA 0.48145 0.69661
2c2hA 1pujA 0.48073 0.69788
2c5lA 1pujA 0.47946 0.70588
2cd7A 2esbA 0.37994 0.54802
2cd7A 1wrmA 0.36903 0.53323
2cd7A 2hcmA 0.37712 0.53020
2cd7A 1zzwA 0.37692 0.54745
2cd7A 1xm2A 0.36797 0.57087
2cd7A 1yz4A 0.37850 0.52696
2cd7A 2imgA 0.38135 0.54016
2cd7A 2hxpA 0.38667 0.51490
2cd7A 2g6zA 0.38537 0.54248
2cd7A 1ywfA 0.42278 0.58670
2cd7A 1nonA 0.44855 0.57025
2cjwA 1pujA 0.44911 0.65804
2clsA 1pujA 0.44372 0.66259
2cxxA 1pujA 0.39862 0.65843
2cyjA 1i3zA 0.34135 0.41738
2cyjA 1d1zA 0.32508 0.32508
2d0oB 1h4yA 0.33409 0.45142
2d2rA 1xq1A 0.40980 0.46059
2d2rA 1ivnA 0.35813 0.45086
2d2rA 2ntnA 0.38222 0.48870
2d7cA 1pujA 0.46598 0.69676
2d80A 1pv1A 0.35704 0.64226
2d80A 1jjfA 0.34839 0.60566
2d80A 1auoA 0.34280 0.57327
2d80A 1dqzA 0.32452 0.59182
2d80A 1va5A 0.31623 0.59461
2d80A 1lzkA 0.33147 0.59419
2d80A 1dqyA 0.35134 0.59181
2d80A 1jjiA 0.34743 0.59022
2d81A 1pv1A 0.33525 0.64016
2d81A 1dqzA 0.32460 0.59101
2d81A 1jjfA 0.34888 0.60625
2d81A 1va5A 0.32875 0.59514
2d81A 1dqyA 0.31977 0.59361
2d81A 1jjiA 0.32765 0.59243
2d81A 1auoA 0.34392 0.57634
2dfkB 1pujA 0.41062 0.64018
2dj5A 2hupA 0.46708 0.46708
2dj5A 1agpA 0.50060 0.54198
2dj5A 521pA 0.49373 0.53970
2dpxA 1pujA 0.50981 0.74789
2dpxA 1j7jA 0.46821 0.55842
2dpxA 1u7oA 0.43242 0.43242
2erxA 1pujA 0.49612 0.70282
2eryA 1pujA 0.47722 0.69663
2ew1A 1pujA 0.47599 0.69846
2f1rA 2hjvA 0.40677 0.40677
2f1rA 1fukA 0.45790 0.52945
2f51A 1y80A 0.42418 0.48920
2f7sA 1pujA 0.44671 0.59281
2f9lA 1pujA 0.47906 0.69875
2faxA 1o9gA 0.41558 0.56852
2faxA 1t9gR 0.42839 0.55952
2faxA 1fukA 0.42435 0.51538
2fcjA 1hybA 0.43137 0.50012
2fcjA 1m8gA 0.43427 0.50263
2fe4A 1pujA 0.49030 0.70247
2fekA 1zzwA 0.35828 0.52214
2fg5A 1pujA 0.48194 0.70428
2fh5A 1skoA 0.46118 0.53776
2fi1A 1t6t1 0.32291 0.36234
2fjuA 1pujA 0.32621 0.67436
2fjuA 1o94C 0.39217 0.45443
2fkaA 1m8gA 0.42844 0.49098
2fkaA 2hjvA 0.47821 0.56671
2fn4A 1pujA 0.46851 0.68689
2folA 1pujA 0.47495 0.70859
2foxA 1fukA 0.42404 0.49237
2foxA 1t9gR 0.40832 0.55495
2foxA 1fpzA 0.41629 0.48091
2fv8A 1pujA 0.45087 0.65482
2fxvA 2d13A 0.35965 0.44209
2fz5A 1t9gR 0.43018 0.56110
2fz5A 2d13A 0.44241 0.52255
2g0nA 1pujA 0.45744 0.67544
2g1pA 1g60A 0.32457 0.32457
2g2jA 1qfjA 0.45591 0.45591
2g3yA 1pujA 0.45706 0.68342
2g6bA 1pujA 0.45211 0.68413
2g77B 1pujA 0.44142 0.66058
2g77B 1fl9A 0.40320 0.48653
2g77B 1ebbA 0.38087 0.50481
2garA 1wd5A 0.36360 0.45682
2gb4A 1booA 0.43131 0.69016
2gedA 1nrjB 0.60413 0.79446
2gedA 2fh5B 0.56001 0.75289
2gedA 1jmvA 0.34683 0.43814
2gf0A 1pujA 0.48512 0.68815
